Matricula,Oferta Educativa,Grado,Grupo,Genero,Estado Nacimiento,Municipio Nacimiento,Estado,Municipio,Estatus,Promedio Final,Promedio Cuatrimestre Anterior,Bachillerato de Procedencia,Bachillerato (Estado),Bachillerato (Municipio),Promedio Bachillerato
1725110894,Criminalística y Ciencias Forenses,tercero ,31,Mujer,HIDALGO,APAN,MÉXICO,AXAPUSCO,Regular,9.29,8.83,preparatoria oficial num 84,México,Axapusco,8.5
1725110268,Criminalística y Ciencias Forenses,tercero ,31,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.4,9.01,Colegio De Estudios Cientificos Y Tecnologicos de el Estado de Hidalgo,Hidalgo,Tulancingo de Bravo,9.2
1725111033,Criminalística y Ciencias Forenses,tercero ,31,Mujer,HIDALGO,MINERAL DE LA REFORMA,HIDALGO,MINERAL DE LA REFORMA,Regular,9.11,8.44,"Centro de Estudios Científicos y Tecnológicos No. 16 ""Hidalgo""",Hidalgo,Pachuca de Soto,7.25
1725110458,Criminalística y Ciencias Forenses,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.8,7.8,Instituto de ciencias forenses de Tulancingo,Hidalgo,Tulancingo de Bravo,8.1
1725110058,Criminalística y Ciencias Forenses,tercero ,31,Mujer,Desconocido,Desconocido,HIDALGO,ZEMPOALA,Regular,9.48,9.21,"Centro de Bachillerato Tecnológico industrial y de servicios NO. 59 ""Miguel Hidalgo y Costilla""",Hidalgo,Tepeapulco,8.3
1725111024,Criminalística y Ciencias Forenses,tercero ,31,Hombre,CIUDAD DE MÉXICO,IZTAPALAPA,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,8.91,8.06,Preparatoria No. 2,Hidalgo,Tulancingo de Bravo,7.8
1725110485,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,EPAZOYUCAN,Regular,9.2,8.6,CECyTE epazoyucan,Hidalgo,Epazoyucan,7.8
1725110713,Criminalística y Ciencias Forenses,tercero ,32,Mujer,MÉXICO,NAUCALPAN DE JUÁREZ,HIDALGO,MINERAL DEL CHICO,Regular,9.29,8.83,Escuela Preparatoria Numero 4,Hidalgo,Pachuca de Soto,8.25
1725110523,Criminalística y Ciencias Forenses,tercero ,32,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,8.87,7.96,Cobaeh plantel Cuautepec,Hidalgo,Cuautepec de Hinojosa,8.0
1725111085,Criminalística y Ciencias Forenses,tercero ,32,Mujer,PUEBLA,PAHUATLÁN,PUEBLA,PAHUATLÁN,Regular,9.11,8.48,bachillerato digital numero 90,Puebla,Pahuatlán,9.1
1725110920,Criminalística y Ciencias Forenses,tercero ,32,Hombre,CIUDAD DE MÉXICO,TLALPAN,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.09,8.4,Universidad Autónoma Del Estado de Hidalgo,Hidalgo,Tulancingo de Bravo,7.98
1725110445,Criminalística y Ciencias Forenses,tercero ,32,Hombre,HIDALGO,SAN BARTOLO TUTOTEPEC,HIDALGO,HUEHUETLA,Regular,9.14,8.53,"Centro de Estudios de Bachillerato 6/7 ""Gabino Barreda""",Hidalgo,Huehuetla,8.7
1725110064,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,PACHUCA DE SOTO,Regular,9.17,8.55,Colegio de bachilleres del Estado de Hidalgo,Hidalgo,Mineral de la Reforma,8.6
1725110607,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.6,9.39,Centro de Estudio Valores con Libertad,Hidalgo,Tulancingo de Bravo,9.0
1725110471,Criminalística y Ciencias Forenses,tercero ,32,Mujer,MÉXICO,COACALCO DE BERRIOZÁBAL,HIDALGO,TULANCINGO DE BRAVO,Regular,9.06,8.33,Conalep,Hidalgo,Tulancingo de Bravo,8.0
1725110072,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,APAN,HIDALGO,TULANCINGO DE BRAVO,Regular,8.8,7.83,Prepa 2 UAEH,Hidalgo,Tulancingo de Bravo,8.12
1725110431,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,8.82,7.86,CECYTEH Santiago Tulantepec,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.5
1725110228,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,ACTOPAN,HIDALGO,EL ARENAL,Regular,9.05,8.32,Colegio de Bachilleres del estado de Hidalgo,Hidalgo,Actopan,9.0
1725111067,Criminalística y Ciencias Forenses,tercero ,32,Mujer,MÉXICO,ZUMPANGO,HIDALGO,MINERAL DE LA REFORMA,Regular,9.21,8.65,Centro de bachillerato tecnológico industrial y de servicios no.8,Hidalgo,Mineral de la Reforma,7.6
1725110364,Criminalística y Ciencias Forenses,tercero ,32,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.21,8.63,Colegio de Bachilleres del Estado de Hidalgo,Hidalgo,Cuautepec de Hinojosa,8.7
1725110714,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.53,9.35,UAEH preparatoria no. 2,Hidalgo,Tulancingo de Bravo,8.63
1725110801,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,TENANGO DE DORIA,HIDALGO,TENANGO DE DORIA,Regular,9.19,8.6,Colegio de bachilleres del estado de hidalgo,Hidalgo,Tenango de Doria,8.0
1725111056,Criminalística y Ciencias Forenses,tercero ,32,Mujer,VERACRUZ DE IGNACIO DE LA LLAVE,COAHUITLÁN,VERACRUZ DE IGNACIO DE LA LLAVE,COAHUITLÁN,Regular,8.75,7.74,Telebachillerato Macedonio Alonso,Veracruz de Ignacio de la Llave,Coahuitlán,7.7
1725111041,Criminalística y Ciencias Forenses,tercero ,32,Mujer,VERACRUZ DE IGNACIO DE LA LLAVE,CHICONTEPEC,VERACRUZ DE IGNACIO DE LA LLAVE,ZONTECOMATLÁN DE LÓPEZ Y FUENTES,Regular,9.05,8.35,Telebachillerato Zontecomatlan,Veracruz de Ignacio de la Llave,Zontecomatlán de López y Fuentes,7.3
1725110577,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,MIXQUIAHUALA DE JUÁREZ,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,8.85,7.92,Cbtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.0
1725110078,Criminalística y Ciencias Forenses,tercero ,32,Mujer,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,VERACRUZ DE IGNACIO DE LA LLAVE,VERACRUZ,Regular,9.05,8.36,Telebachillerato Huayacocotla,Veracruz de Ignacio de la Llave,Huayacocotla,8.8
1725110978,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.04,8.27,Instituto Iberoamericano para el Desarrollo Educativo,Morelos,Cuautla,9.0
1725110176,Criminalística y Ciencias Forenses,tercero ,32,Hombre,PUEBLA,CHILCHOTLA,HIDALGO,HUEHUETLA,Regular,8.87,7.97,Colegio Nacional de Educación Profesional Técnica Los Reyes La Paz,México,La Paz,8.1
1725110098,Criminalística y Ciencias Forenses,tercero ,32,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.63,7.53,Colegio Estudios Científicos y Tecnologicos del estado de Hidalgo,Hidalgo,Tulancingo de Bravo,8.7
1725110857,Criminalística y Ciencias Forenses,tercero ,32,Hombre,MÉXICO,NEZAHUALCÓYOTL,HIDALGO,ACATLÁN,Regular,8.66,7.57,Cbtis 179,Hidalgo,Tulancingo de Bravo,7.2
1725110994,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.15,8.54,Preparatoria Numero 2,Hidalgo,Tulancingo de Bravo,7.98
1725111075,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.04,8.31,CBTIS 179,Hidalgo,Tulancingo de Bravo,8.1
1725110648,Criminalística y Ciencias Forenses,tercero ,32,Hombre,HIDALGO,SINGUILUCAN,HIDALGO,SINGUILUCAN,Regular,8.76,7.77,Cecythe hidalgo,Hidalgo,Singuilucan,7.0
1725110859,Criminalística y Ciencias Forenses,tercero ,32,Mujer,PUEBLA,HUAUCHINANGO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.11,8.46,Cobaeh plantel tulancingo,Hidalgo,Tulancingo de Bravo,7.9
1725110679,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.2,8.62,Ceval,Hidalgo,Tulancingo de Bravo,9.7
1725110437,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,SAN BARTOLO TUTOTEPEC,HIDALGO,SAN BARTOLO TUTOTEPEC,Regular,8.83,7.9,COLEGIO DE BACHILLERES PLANTEL SAN BARTOLO TUTOTEPEC,Hidalgo,San Bartolo Tutotepec,8.5
1725111052,Criminalística y Ciencias Forenses,tercero ,32,Mujer,HIDALGO,MINERAL DE LA REFORMA,HIDALGO,MINERAL DE LA REFORMA,Regular,8.74,7.73,Casa de la Mujer Hidalguense,Hidalgo,Mineral de la Reforma,7.5
1725110290,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.0,8.26,Cecyteh,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.6
1725110795,Criminalística y Ciencias Forenses,tercero ,33,Hombre,MÉXICO,NEZAHUALCÓYOTL,PUEBLA,PAHUATLÁN,Regular,9.13,8.52,Bachillerato digital Num.90,Puebla,Pahuatlán,8.1
1725111078,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,HUEHUETLA,HIDALGO,HUEHUETLA,Regular,8.93,8.07,Centro de estudios de Bachillerato CEB 6/7 Gabino Barreda,Hidalgo,Huehuetla,7.94
1725110204,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.52,7.29,COBAEH,Hidalgo,Tulancingo de Bravo,7.4
1725110532,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.02,8.27,Conalep250,Hidalgo,Tulancingo de Bravo,8.0
1725111079,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.1,8.45,Conalep,Hidalgo,Tulancingo de Bravo,9.5
1725110468,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.29,8.8,"Centro de Bachillerato Tecnológico, Industrial y de Servicios  No. 179",Hidalgo,Tulancingo de Bravo,8.4
1725110092,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,EMILIANO ZAPATA,HIDALGO,MINERAL DE LA REFORMA,Regular,9.18,8.57,Colegio de Estudios Científicos y Tecnológicos del Estado de Hidalgo,Hidalgo,Pachuca de Soto,8.9
1725110757,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.77,7.74,COBAEH,Hidalgo,Acaxochitlán,8.0
1725110403,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TEPEHUACÁN DE GUERRERO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.07,8.42,El Centro de Bachillerato Tecnológico industrial y de servicios No.179,Hidalgo,Tulancingo de Bravo,7.8
1725110332,Criminalística y Ciencias Forenses,tercero ,33,Mujer,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,Regular,9.35,8.95,Telebachillerato Huayacocotla,Veracruz de Ignacio de la Llave,Huayacocotla,7.6
1725110910,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,IXMIQUILPAN,HIDALGO,IXMIQUILPAN,Regular,9.39,9.01,Dr. José Maria Luis Mora,Hidalgo,Ixmiquilpan,8.5
1725110420,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.22,8.67,Conalep Tulancingo,Hidalgo,Tulancingo de Bravo,9.5
1725110724,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.47,9.21,CBTis no.179,Hidalgo,Tulancingo de Bravo,9.0
1725110249,Criminalística y Ciencias Forenses,tercero ,33,Mujer,MÉXICO,VALLE DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.34,8.91,Preparatoria Tollancingo,Hidalgo,Tulancingo de Bravo,8.0
1725110028,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.86,7.93,Preparatoria Federal por Cooperación Albert Einstein,Hidalgo,Tulancingo de Bravo,8.1
1725110449,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,EPAZOYUCAN,HIDALGO,EPAZOYUCAN,Regular,9.44,9.12,Cecyteh Plantel Epazoyucan,Hidalgo,Epazoyucan,9.1
1725110909,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,EPAZOYUCAN,Regular,9.29,8.78,CECyTEH,Hidalgo,Epazoyucan,9.4
1725111062,Criminalística y Ciencias Forenses,tercero ,33,Mujer,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,VERACRUZ DE IGNACIO DE LA LLAVE,HUAYACOCOTLA,Regular,8.9,8.04,Telebachillerato Huayacocotla,Veracruz de Ignacio de la Llave,Huayacocotla,7.3
1725110131,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,EMILIANO ZAPATA,HIDALGO,EMILIANO ZAPATA,Regular,9.11,8.44,CBTIS NO.59,Hidalgo,Tepeapulco,7.3
1725110735,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.89,8.04,Utec,Hidalgo,Tulancingo de Bravo,8.0
1725111054,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,MINERAL DE LA REFORMA,Regular,9.51,9.25,Escuela Preparatoria Número Uno UAEH,Hidalgo,Pachuca de Soto,8.76
1725110245,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.51,9.25,Centro de Bachillerato Tecnológico Agropecuario no.126,Hidalgo,Metepec,9.0
1725110667,Criminalística y Ciencias Forenses,tercero ,33,Mujer,CIUDAD DE MÉXICO,TLALPAN,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.01,8.23,CBTiS 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.4
1725110586,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.13,8.51,COBAEH PLANTEL ACATLÁN,Hidalgo,Acatlán,9.2
1725110081,Criminalística y Ciencias Forenses,tercero ,33,Mujer,MÉXICO,HUIXQUILUCAN,HIDALGO,MINERAL DE LA REFORMA,Regular,9.4,8.99,CBTis №286,Hidalgo,Mineral de la Reforma,8.8
1725111066,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.1,8.46,ETAC,Hidalgo,Tulancingo de Bravo,9.0
1725110039,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,APAN,HIDALGO,APAN,Regular,9.24,8.71,centro de bachillerato tecnológico agropecuario no.152,Hidalgo,Apan,8.1
1725110235,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,8.89,7.99,CECYTEH SANTIAGO TPEC,Hidalgo,Santiago Tulantepec de Lugo Guerrero,8.4
1725110273,Criminalística y Ciencias Forenses,tercero ,33,Mujer,MÉXICO,OTUMBA,MÉXICO,AXAPUSCO,Regular,8.61,7.44,Preparatoria Oficial Número 84,México,Axapusco,8.0
1725110385,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,8.95,8.11,Centro Universitario del Oriente de Hidalgo,Hidalgo,Tulancingo de Bravo,8.0
1725110855,Criminalística y Ciencias Forenses,tercero ,33,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.78,7.83,Conalep Tulancingo,Hidalgo,Tulancingo de Bravo,8.5
1725110002,Criminalística y Ciencias Forenses,tercero ,33,Mujer,HIDALGO,APAN,HIDALGO,APAN,Regular,9.25,8.77,Centro de Bachillerato Tecnológico Industrial y de Servicios No.59,Hidalgo,Tepeapulco,8.4
1725111015,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.07,8.37,CBtis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,7.4
1725110375,Industrial,tercero ,31,Mujer,HIDALGO,CUAUTEPEC DE HINOJOSA,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.43,9.09,COBAEH,Hidalgo,Cuautepec de Hinojosa,8.0
1725110391,Industrial,tercero ,31,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.63,9.47,Escuela Preparatoria Numero 2,Hidalgo,Tulancingo de Bravo,8.54
1725110893,Industrial,tercero ,31,Mujer,HIDALGO,APAN,PUEBLA,CHIGNAHUAPAN,Regular,9.47,9.16,Preparatoria Número Dos,Hidalgo,Tulancingo de Bravo,8.1
1725110076,Industrial,tercero ,31,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.02,8.26,Conalep,Hidalgo,Tulancingo de Bravo,7.8
1725111128,Industrial,tercero ,31,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.72,7.65,Universidad autónoma de guerrero,Guerrero,Chilpancingo de los Bravo,8.4
1725110538,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.46,9.12,CBTis 287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.3
1725110404,Industrial,tercero ,31,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.54,9.32,CECyTEH plantel Tulancingo,Hidalgo,Tulancingo de Bravo,9.0
1725110266,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.25,8.72,ETAC campus Tulancingo,Hidalgo,Tulancingo de Bravo,8.4
1725111084,Industrial,tercero ,31,Mujer,PUEBLA,HUAUCHINANGO,PUEBLA,HUAUCHINANGO,Regular,9.01,8.27,Huellitlatohuani,Puebla,Huauchinango,8.9
1725110415,Industrial,tercero ,31,Mujer,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.77,9.77,CBTIS 179,Hidalgo,Tulancingo de Bravo,9.5
1725110482,Industrial,tercero ,31,Hombre,HIDALGO,PACHUCA DE SOTO,PUEBLA,TLAXCO,Regular,9.39,8.99,Octavio paz,Puebla,Tlaxco,8.0
1725110100,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.64,9.56,CECyTEH,Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.4
1725110711,Industrial,tercero ,31,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.52,9.28,centro de bachillerato Tecnológico Industrial y de servicios  287,Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.0
1725110541,Industrial,tercero ,31,Mujer,PUEBLA,HUAUCHINANGO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.62,9.51,Cbtis 179,Hidalgo,Tulancingo de Bravo,9.0
1725110255,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.41,9.07,Colegio de bachilleres del estado de Hidalgo,Hidalgo,Tulancingo de Bravo,9.0
1725110609,Industrial,tercero ,31,Hombre,HIDALGO,METEPEC,HIDALGO,TULANCINGO DE BRAVO,Regular,9.14,8.5,Cbtis 179,Hidalgo,Tulancingo de Bravo,8.5
1725110342,Industrial,tercero ,31,Mujer,HIDALGO,METEPEC,HIDALGO,SINGUILUCAN,Regular,9.73,9.7,CBTis 179,Hidalgo,Tulancingo de Bravo,9.3
1725110031,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.1,8.44,secretaria de educación guerrero centro de estudios arquímedes acapulco A.C,Guerrero,Acapulco de Juárez,9.3
1725110278,Industrial,tercero ,31,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.63,9.47,Centro de Bachillerato Tecnológico Industrial y de Servicios No.179,Hidalgo,Tulancingo de Bravo,9.1
1725110479,Industrial,tercero ,31,Hombre,CIUDAD DE MÉXICO,MIGUEL HIDALGO,PUEBLA,TLAXCO,Regular,9.24,8.72,Octavio Paz,Puebla,Tlaxco,8.0
1725110095,Industrial,tercero ,31,Hombre,HIDALGO,METEPEC,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.4,9.06,Centro de Bachillerato Tecnológico Industrial y de Servicios No. 179,Hidalgo,Tulancingo de Bravo,8.8
1725111046,Industrial,tercero ,31,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.66,7.56,Centro de bachillerato tecnológico industrial de servicios n.o 179,Hidalgo,Tulancingo de Bravo,7.0
1725110411,Industrial,tercero ,32,Hombre,PUEBLA,HUAUCHINANGO,PUEBLA,HUAUCHINANGO,Regular,9.36,8.9,Colegio nacional de educación profesional técnica,Puebla,Huauchinango,8.0
1725110900,Industrial,tercero ,32,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.13,8.5,CBTIS179,Hidalgo,Tulancingo de Bravo,8.0
1725110093,Industrial,tercero ,32,Mujer,Desconocido,Desconocido,HIDALGO,TULANCINGO DE BRAVO,Regular,9.67,9.55,Preparatoria abierta,Hidalgo,Tulancingo de Bravo,7.0
1723110425,Industrial,tercero ,32,Hombre,Desconocido,Desconocido,HIDALGO,TULANCINGO DE BRAVO,Regular,8.72,8.54,Desconocido,Desconocido,Desconocido,8.59
1725110163,Industrial,tercero ,32,Hombre,MÉXICO,JILOTEPEC,MÉXICO,SOYANIQUILPAN DE JUÁREZ,Regular,9.27,8.76,Escuela Preparatoria Oficial Número 80,México,Soyaniquilpan de Juárez,9.4
1725111018,Industrial,tercero ,32,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,8.87,7.98,Colegio Pedro de Gante,Hidalgo,Tulancingo de Bravo,7.69
1725110534,Industrial,tercero ,32,Mujer,PUEBLA,PAHUATLÁN,PUEBLA,PAHUATLÁN,Regular,9.62,9.47,Bachillerato  general oficial Miguel Hidalgo y Costilla,Puebla,Pahuatlán,9.6
1725110873,Industrial,tercero ,32,Hombre,HIDALGO,ACATLÁN,HIDALGO,ACATLÁN,Regular,9.06,8.33,Conalep,Hidalgo,Acatlán,9.3
1725111087,Industrial,tercero ,32,Mujer,Desconocido,Desconocido,HIDALGO,SANTIAGO TULANTEPEC DE LUGO GUERRERO,Regular,9.4,9.02,CECyTEh plantel Santiago Tulantepec,Hidalgo,Santiago Tulantepec de Lugo Guerrero,9.1
1725110206,Industrial,tercero ,32,Hombre,HIDALGO,PACHUCA DE SOTO,HIDALGO,CUAUTEPEC DE HINOJOSA,Regular,9.4,9.02,Colegio de Bachilleres del Estado de Hidalgo,Hidalgo,Cuautepec de Hinojosa,9.0
1725110708,Industrial,tercero ,32,Hombre,PUEBLA,HUAUCHINANGO,PUEBLA,HUAUCHINANGO,Regular,9.09,8.38,Colegio Nacional de Educación Profesional Técnica,Puebla,Huauchinango,8.8
1725110568,Industrial,tercero ,32,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACATLÁN,Regular,8.98,8.23,Conalep,Hidalgo,Tulancingo de Bravo,9.4
1725110602,Industrial,tercero ,32,Mujer,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,ACAXOCHITLÁN,Regular,8.85,7.92,CECyTEH acaxochitlan,Hidalgo,Acaxochitlán,7.5
1725110971,Industrial,tercero ,32,Mujer,MÉXICO,ECATEPEC DE MORELOS,HIDALGO,HUEHUETLA,Regular,9.36,8.96,Centro de Estudio de Bachillerato 6/7 Gabino Barreda,Hidalgo,Huehuetla,8.3
1725110442,Industrial,tercero ,32,Hombre,MÉXICO,ZUMPANGO,MÉXICO,ZUMPANGO,Regular,9.02,8.24,Centro de Estudios Tecnológicos Industrial y de servicios No. 118,México,Zumpango,6.7
1725110987,Industrial,tercero ,32,Mujer,HIDALGO,PACHUCA DE SOTO,HIDALGO,PACHUCA DE SOTO,Regular,9.62,9.46,Escuela Preparatoria número 1,Hidalgo,Pachuca de Soto,8.59
1725110676,Industrial,tercero ,32,Hombre,HIDALGO,METEPEC,HIDALGO,SINGUILUCAN,Regular,8.81,7.88,Colmex internacional,Hidalgo,Tulancingo de Bravo,8.0
1725110781,Industrial,tercero ,32,Mujer,HIDALGO,APAN,PUEBLA,CHIGNAHUAPAN,Regular,9.41,9.05,Cobaeh,Hidalgo,Cuautepec de Hinojosa,8.8
1725110398,Industrial,tercero ,32,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.16,8.54,Conalep Tulancingo,Hidalgo,Tulancingo de Bravo,9.0
1725110224,Industrial,tercero ,32,Hombre,HIDALGO,TULANCINGO DE BRAVO,HIDALGO,TULANCINGO DE BRAVO,Regular,9.77,9.75,Centro de Bachillerato Tecnológico Industrial y de Servicios No.179,Hidalgo,Tulancingo de Bravo,9.7
