promedio,asistencia,reprobadas,semestre,ingreso_familiar,beca,trabaja,horas_trabajo,internet_casa,computadora_propia,deserto,probabilidad_desercion,riesgo
6.26,62,0,9,5719,0,1,31,1,1,1,0.725738983647072,1
6.36,80,3,5,2925,0,1,36,1,1,1,0.880030208761826,1
7.58,82,2,8,16845,1,1,31,1,1,0,0.5751068507444773,1
7.62,64,2,6,15433,0,1,43,0,0,1,0.8252134085384852,1
5.91,72,3,6,4748,0,1,38,0,0,1,0.9213581973581972,1
9.7,86,3,7,2000,0,1,34,1,1,1,0.5627751309148372,1
6.45,67,2,6,10332,0,0,0,1,1,0,0.7839918622546818,1
8.23,60,1,6,8428,1,1,17,0,1,1,0.4336092652832205,1
5.68,71,5,4,18064,1,1,23,1,1,1,0.8235416273412899,1
6.17,78,2,4,6126,0,1,41,1,0,1,0.8279065688138832,1
6.23,93,3,8,7462,0,0,0,1,0,0,0.753608450441343,1
7.38,64,2,6,5404,0,0,0,1,1,0,0.7498401273896266,1
7.38,85,2,8,30000,0,0,0,1,1,0,0.4494559272783399,1
7.47,76,2,10,11590,0,0,0,1,1,0,0.6847514728307642,1
7.16,81,0,8,17817,0,1,32,0,0,1,0.516356262586593,1
8.59,79,3,4,5890,0,0,0,1,0,0,0.49058748575452155,1
8.57,63,3,5,16517,1,0,0,1,0,0,0.4065172593216327,1
6.44,40,2,7,17248,1,0,0,1,0,0,0.7219952936730571,1
7.36,61,3,5,7034,1,1,14,1,1,0,0.6791366669936639,1
7.86,79,0,10,10079,0,0,0,1,1,0,0.1866606847959403,0
8.27,76,2,10,30000,1,0,0,0,0,0,0.2716108680898105,0
7.95,79,3,9,10057,0,0,0,0,1,1,0.4681847815571262,1
6.61,72,3,6,5171,0,1,29,0,0,1,0.8989702658452657,1
6.63,75,1,9,13032,0,1,40,1,0,1,0.7586944666208398,1
7.25,69,1,4,4014,0,0,0,1,1,0,0.6978772272738232,1
7.92,93,3,5,12509,0,1,38,1,1,0,0.6658681320829153,1
5.47,54,2,6,4260,1,1,39,0,1,1,0.8829911950794304,1
5.58,64,7,8,7240,0,1,18,1,0,1,0.880096725616777,1
6.51,61,3,6,8139,0,1,22,0,1,1,0.7723270937395939,1
7.28,72,3,4,3113,0,0,0,0,1,0,0.7860818823051505,1
6.11,84,3,5,4813,0,1,24,0,0,1,0.8787249765315941,1
6.45,99,3,5,26208,1,0,0,0,1,0,0.6207119010604228,1
5.86,89,0,5,7632,0,0,0,1,1,1,0.540519604174574,1
7.94,88,2,4,5015,0,0,0,1,1,0,0.4790853067272425,1
3.99,95,1,6,3502,0,1,34,0,1,1,0.8455880504299621,1
7.11,89,2,6,9208,1,0,0,1,0,0,0.41797137177576177,1
6.08,89,1,8,30000,0,0,0,0,1,0,0.5146544246385798,1
7.17,62,1,8,2643,0,0,0,0,1,0,0.7630158735461079,1
7.42,66,4,6,13275,0,0,0,1,0,1,0.7908292451528517,1
3.0,84,1,6,6837,1,1,35,0,1,1,0.8685855428326402,1
8.88,76,3,8,10466,0,1,43,0,1,0,0.714507991075832,1
8.26,70,4,9,19093,0,1,36,1,1,0,0.6893840279732306,1
9.61,90,1,7,5651,0,0,0,1,0,0,0.22382975085916265,0
8.36,68,1,9,5075,0,1,57,0,0,1,0.7195682996913645,1
8.56,80,2,10,10120,1,1,20,1,0,1,0.25594909633709945,0
7.99,74,1,4,4770,0,0,0,1,0,0,0.4785518582626,1
9.63,61,2,9,30000,0,0,0,1,0,0,0.3138196122662454,0
5.03,99,0,5,18157,0,1,46,1,0,1,0.830459711684944,1
6.97,51,3,6,7517,1,1,39,1,1,1,0.8137848626047155,1
5.68,57,1,8,3251,1,1,30,1,1,1,0.8958124232793349,1
8.51,69,1,8,4046,1,1,38,1,0,1,0.6210958344948455,1
7.54,94,3,4,12783,1,0,0,1,1,0,0.5342504418595003,1
9.69,93,2,7,7128,1,0,0,1,1,0,0.13301966310053456,0
7.36,65,1,4,8603,0,1,31,0,0,0,0.7377640033666245,1
6.86,83,0,5,6429,1,0,0,1,1,0,0.36369724151714755,0
6.86,71,2,9,10355,1,0,0,1,0,0,0.7093325879788973,1
5.95,60,2,6,7020,1,1,31,0,0,1,0.8399942791127003,1
3.92,79,2,7,6510,0,1,26,1,1,1,0.8369554176676853,1
7.08,75,3,8,10089,0,1,52,1,1,1,0.8653327852702855,1
6.45,66,1,9,5646,0,1,27,1,1,1,0.7625935712034781,1
6.42,85,3,8,21905,0,1,41,0,0,1,0.8266659855667209,1
5.32,88,5,4,6803,0,1,38,1,1,1,0.9028664000473211,1
7.28,61,0,6,9203,0,1,49,1,0,1,0.7133094703499117,1
5.48,98,2,6,3190,0,1,22,1,0,0,0.8355806711895335,1
7.55,82,1,4,4559,0,0,0,1,0,0,0.4755889589542219,1
6.75,72,2,7,6075,1,1,42,1,0,1,0.8798426295216576,1
6.62,97,2,7,7703,0,1,46,1,1,1,0.6778756274685067,1
4.63,86,2,9,3402,1,1,30,1,0,1,0.9022136748055862,1
7.64,88,1,10,9762,0,1,27,0,0,1,0.46483251919648966,1
8.49,86,1,4,8245,0,0,0,1,1,0,0.19405525037316862,0
6.91,71,1,5,8754,1,1,33,1,0,1,0.7450819890249065,1
6.2,83,2,7,12229,0,1,16,1,0,1,0.5690352766802508,1
8.09,73,1,4,7033,0,1,16,0,1,1,0.44937866006112936,1
8.35,64,2,5,7953,1,1,48,1,0,1,0.6782728179972763,1
6.44,62,3,7,3369,0,0,0,1,1,0,0.8512610818862302,1
10.0,82,5,4,4973,0,1,36,1,1,1,0.561546185561085,1
9.07,89,2,8,9985,1,1,32,1,1,1,0.3628722345121339,0
9.49,54,2,9,9796,0,1,33,0,1,0,0.5313771355278707,1
7.78,98,0,4,15753,0,1,29,1,1,1,0.3351633389400417,0
7.75,85,2,7,2988,0,1,25,1,1,1,0.5298727873433758,1
5.57,88,1,8,14790,0,1,41,1,1,1,0.881157079032079,1
6.71,71,4,10,7469,1,0,0,1,1,0,0.7587204240680657,1
7.21,84,0,5,10013,0,1,23,0,1,1,0.37511646786549024,0
8.22,85,3,4,5547,0,0,0,1,1,0,0.4607859424733574,1
6.33,56,2,9,9703,0,0,0,1,1,0,0.7702705417990399,1
5.78,89,2,9,2690,1,1,24,1,1,0,0.8832680717974832,1
8.97,100,6,5,9102,0,0,0,1,0,1,0.439476340237252,1
7.29,64,1,6,15555,0,0,0,1,1,0,0.4078994794548271,1
8.61,50,1,8,9252,1,1,26,1,1,0,0.39739130681410095,0
7.29,64,3,9,11408,0,0,0,0,0,0,0.8232548581237836,1
6.16,87,3,4,15356,1,1,25,1,0,1,0.8010494032556059,1
7.09,81,2,7,3063,1,1,33,0,0,1,0.7796441728206434,1
3.24,62,2,9,2806,0,1,37,0,1,1,0.899312838713574,1
8.66,66,0,7,11190,1,1,23,1,1,0,0.2048216565641102,0
8.0,50,1,4,30000,0,0,0,1,1,0,0.3177855542578412,0
8.97,77,3,4,11723,1,1,21,1,1,1,0.43698197161455676,1
6.77,45,2,5,30000,0,0,0,1,1,0,0.5904115311503082,1
10.0,72,1,9,8660,0,1,36,1,1,1,0.31636660643278286,0
9.05,56,2,4,4437,0,1,36,1,1,0,0.640684083073789,1
4.34,72,2,4,2000,0,1,38,0,1,1,0.8808634772090658,1
4.31,84,1,6,12951,0,1,10,1,0,0,0.8032844625103138,1
7.52,72,4,4,18194,0,1,32,1,1,1,0.7586148006405358,1
4.92,78,2,4,6572,0,0,0,1,1,0,0.7266047946578071,1
6.88,79,1,4,30000,0,0,0,1,1,0,0.4338328483850832,1
6.83,70,1,6,2719,0,1,34,1,0,1,0.8197783686901332,1
6.62,64,3,8,8206,0,0,0,1,0,1,0.8266120562486424,1
9.49,50,2,6,16588,0,1,24,1,1,0,0.41783001791380286,1
8.01,79,4,4,3003,0,1,30,1,1,0,0.6154395385434942,1
8.13,94,1,5,11082,1,1,38,1,1,1,0.36935616950988487,0
7.48,100,2,7,13300,0,1,25,1,1,0,0.4391314909896044,1
10.0,49,0,10,13638,0,1,30,1,0,0,0.3909285867426348,0
9.21,61,1,10,20559,0,0,0,0,1,0,0.21337961743626882,0
6.02,83,1,5,9290,0,1,21,0,0,1,0.5573526998736561,1
8.0,100,3,4,4032,0,1,39,1,1,1,0.5650699770334524,1
5.94,60,7,9,6568,0,1,25,1,1,1,0.8783855156914366,1
6.84,77,3,10,9961,0,0,0,1,0,0,0.8176531087259613,1
6.98,78,2,6,3564,1,1,23,0,0,1,0.6635620396330534,1
4.91,67,1,8,11385,1,0,0,1,0,1,0.8275221787203462,1
4.17,72,4,9,2251,0,1,28,0,0,1,0.9197482533806065,1
5.19,69,4,7,9547,0,1,19,1,0,1,0.8890425717824374,1
7.98,53,5,9,4385,0,1,32,0,0,1,0.7443470161374571,1
3.0,100,2,4,30000,0,1,60,1,1,1,0.7732344410405554,1
8.06,78,3,5,13539,0,0,0,1,1,0,0.4178318061152815,1
3.74,68,2,5,7356,0,1,25,0,0,1,0.8414563429034402,1
5.85,91,2,4,3128,1,0,0,0,0,1,0.7728392448479151,1
6.25,71,2,10,30000,0,0,0,1,0,0,0.659780418088328,1
8.28,91,2,4,4499,0,1,27,1,1,0,0.4274366957980042,1
7.11,65,2,7,13314,0,1,24,0,1,1,0.7206835932194963,1
5.37,91,4,4,12020,0,0,0,0,0,0,0.8270542092785272,1
6.17,84,3,6,5557,1,0,0,1,1,0,0.8341910677841115,1
7.49,65,2,6,25794,0,1,38,1,1,1,0.6520034781395075,1
8.82,86,0,5,4438,1,0,0,1,1,0,0.22124093382458868,0
7.53,89,3,6,2617,0,1,35,0,1,1,0.7518834609018437,1
6.92,76,1,7,14412,0,1,25,1,0,0,0.4474277432921394,1
6.68,59,3,5,6781,0,1,24,1,0,1,0.8004216205738263,1
9.6,58,1,8,27568,0,0,0,1,0,0,0.17824908310214047,0
5.8,73,2,4,5564,0,0,0,1,0,0,0.8127369289608853,1
6.37,78,1,5,16029,1,1,33,1,1,1,0.6079157324765878,1
7.66,40,2,5,30000,0,1,34,1,0,1,0.6617970999588648,1
9.13,85,2,6,16364,0,1,25,1,1,0,0.1992255447636774,0
4.37,82,1,5,10522,0,1,37,0,1,1,0.80841909758628,1
8.64,98,1,10,20410,0,1,10,1,0,0,0.31234635513235925,0
8.94,71,3,9,6304,0,0,0,0,0,1,0.5828249195120326,1
7.51,70,2,4,6759,0,1,30,0,1,1,0.785051698838657,1
4.09,80,2,6,9069,0,1,29,0,1,1,0.8361923912430876,1
5.96,56,3,5,25324,0,1,30,0,1,1,0.7804187556724319,1
6.87,76,1,6,13796,1,1,10,0,0,0,0.5244179603030933,1
7.55,50,2,5,9165,1,0,0,0,1,0,0.6946612496683887,1
5.12,63,3,6,30000,0,1,31,1,0,1,0.8398903845337667,1
6.7,76,1,10,3734,1,1,26,0,1,1,0.6741540208157857,1
8.23,74,2,6,10889,0,1,26,0,0,0,0.468283949834995,1
6.22,59,2,7,9590,0,0,0,1,0,0,0.7590293342048909,1
6.61,80,3,7,11252,0,0,0,0,1,0,0.8925435831244741,1
6.35,74,2,8,23409,1,0,0,0,1,0,0.692661652137852,1
4.83,83,2,4,11032,0,1,17,1,1,1,0.7156119914871847,1
6.52,64,1,8,2000,0,0,0,0,0,0,0.7903625429932835,1
6.74,70,1,10,4635,1,1,48,1,0,1,0.8786858665649722,1
8.28,81,2,7,6292,1,1,43,1,1,1,0.6225953266633608,1
5.82,58,5,5,4775,0,0,0,0,0,1,0.8707674965872734,1
5.0,79,1,7,10159,0,0,0,1,0,0,0.7230886913349507,1
6.31,62,5,8,7412,0,0,0,0,0,1,0.8506228117535105,1
5.68,98,1,7,9918,0,1,41,1,1,0,0.7631760637668146,1
7.98,63,4,4,14461,1,0,0,1,0,0,0.5526842536548418,1
6.19,82,4,10,15811,0,1,41,0,1,0,0.8815665364047715,1
4.6,46,1,10,10888,0,1,25,0,1,0,0.8387422018341135,1
8.05,70,4,6,2947,0,0,0,1,1,0,0.6466862629265988,1
6.97,77,3,7,2922,1,1,22,1,0,0,0.7817449099490122,1
7.37,71,2,4,6059,1,1,19,1,0,1,0.6848183931875544,1
7.72,67,3,10,11114,0,1,47,1,1,1,0.8545487347619699,1
8.78,59,1,9,3330,0,1,24,0,1,0,0.5625460850956374,1
5.62,74,2,7,4541,0,1,38,1,0,1,0.8998124877573407,1
8.08,70,1,8,15203,0,0,0,1,1,0,0.299210991494441,0
7.2,73,1,5,9267,1,0,0,0,1,0,0.6880815976392064,1
7.18,64,1,5,14243,0,1,49,1,1,1,0.7835646607229084,1
6.93,56,2,5,13128,0,1,25,1,0,1,0.7137730771679297,1
6.34,87,6,7,17449,1,0,0,1,1,1,0.7035552744551598,1
7.43,93,3,4,15360,0,1,33,1,0,0,0.7560772378019813,1
7.13,89,2,9,18291,1,1,17,1,1,0,0.4044895502770702,1
8.17,79,1,6,3222,0,0,0,1,0,0,0.44249022315614545,1
9.46,78,2,6,22778,0,1,37,1,0,0,0.4778407620930842,1
5.51,72,2,4,30000,1,1,40,1,0,1,0.8156501896796016,1
10.0,75,1,8,2845,1,0,0,0,1,0,0.24657012732060896,0
8.82,75,1,9,30000,0,0,0,1,1,0,0.19401739268251195,0
5.27,61,2,7,11632,0,1,24,0,1,1,0.8676582886540704,1
6.88,57,0,5,20741,0,0,0,1,0,0,0.3665932961788142,0
7.08,79,1,8,7921,0,1,32,0,1,1,0.6679517310800872,1
8.95,58,2,4,23218,0,0,0,1,0,0,0.4326044535554729,1
5.55,95,5,9,7854,1,1,20,1,0,1,0.8564827322196951,1
9.81,69,3,7,19609,0,0,0,1,0,0,0.3478696658375451,0
5.37,84,2,5,3341,0,1,54,1,1,1,0.8841835182791062,1
6.51,76,4,6,8304,0,1,44,0,1,1,0.8750449827949828,1
6.11,71,1,7,4328,0,1,52,1,0,1,0.896602494244232,1
5.11,77,4,5,6082,1,0,0,0,1,1,0.8606941919690775,1
5.29,75,1,9,29437,0,0,0,1,1,0,0.6199169005520028,1
6.15,84,0,6,3776,0,1,52,1,0,1,0.8365290100766108,1
6.67,82,3,9,5872,0,0,0,0,1,0,0.8261569368611948,1
6.11,94,0,9,5526,0,1,47,0,0,1,0.7883484435885753,1
5.61,75,4,4,4217,0,0,0,0,1,1,0.8768369514272392,1
3.0,82,1,7,9782,0,1,20,1,1,1,0.781503275968098,1
6.65,64,4,5,5315,1,1,32,1,1,1,0.8761498709623708,1
10.0,92,5,8,30000,0,1,47,1,1,1,0.5077875088662631,1
9.73,71,1,7,9285,0,0,0,0,1,0,0.24841857340715695,0
8.93,76,2,6,5625,0,1,24,0,1,0,0.5064782715905138,1
6.46,64,2,9,20354,0,0,0,1,1,0,0.6968493177000683,1
7.91,58,1,4,2945,0,1,20,0,1,1,0.5599325425923892,1
6.24,40,1,7,5321,1,1,51,0,1,1,0.8289841414110413,1
6.34,100,2,5,10785,1,1,25,1,1,0,0.5416944205138279,1
7.34,93,3,4,2962,0,1,22,1,1,1,0.6903766827198092,1
8.72,63,0,8,10859,0,1,42,0,1,1,0.4898277543964463,1
6.3,70,3,7,6237,0,1,28,0,1,1,0.8949939431483547,1
6.04,52,2,9,9034,1,1,29,0,0,1,0.7917392566583742,1
7.04,85,1,7,10315,0,0,0,0,1,0,0.4877938158593653,1
4.73,80,2,5,14163,1,1,22,1,0,1,0.8210416239047537,1
8.46,85,1,10,5443,0,1,17,1,1,0,0.3015058076509449,0
8.72,66,1,4,7310,1,1,30,0,1,0,0.5262889920751764,1
8.98,83,2,4,16597,0,1,41,1,0,0,0.5967276326270909,1
8.33,74,3,8,4343,0,1,40,1,0,1,0.6986045769246235,1
6.15,55,3,6,8050,0,0,0,1,0,1,0.8159629340707225,1
6.72,92,1,6,17031,1,0,0,1,1,0,0.3635373384077338,0
5.6,67,1,9,4432,0,0,0,1,1,0,0.8147201474623701,1
7.59,84,2,5,4259,0,1,38,1,0,0,0.7071343395166925,1
10.0,85,2,9,3442,0,0,0,0,1,0,0.2403221821865785,0
5.54,88,2,7,19056,1,0,0,1,0,0,0.5979934677009795,1
8.14,87,3,5,4633,0,1,25,1,1,0,0.4949368971631351,1
9.29,74,2,4,20852,0,0,0,1,0,0,0.2467679170269863,0
5.44,50,1,5,3912,0,0,0,1,0,0,0.7719080649249122,1
10.0,80,4,10,3279,1,1,35,1,0,1,0.5658633809001459,1
6.04,100,2,6,3917,0,0,0,1,0,1,0.7721509393211261,1
6.93,70,2,4,5275,0,1,41,1,1,1,0.8860804722238547,1
7.77,85,1,5,6038,1,1,37,0,1,1,0.6088214790455505,1
8.58,76,5,9,13134,0,1,27,1,0,0,0.5196366396374523,1
8.37,69,2,4,6740,0,1,44,0,0,1,0.7390975182153583,1
6.71,76,3,8,8829,0,1,39,0,0,1,0.8634759476634476,1
6.06,95,1,4,9677,1,1,25,1,0,0,0.5797824456997254,1
3.38,87,2,10,13185,0,0,0,1,0,0,0.7708911953266491,1
6.3,75,5,7,7572,0,1,31,1,0,1,0.8400248570873567,1
9.11,79,2,4,10483,0,1,36,0,0,1,0.5404506844462726,1
5.85,43,3,10,2700,0,0,0,1,0,0,0.8565035828896894,1
8.08,52,2,5,3082,0,0,0,1,1,0,0.621481185131157,1
8.23,41,3,8,3768,0,1,53,1,0,1,0.7278314889015353,1
7.37,71,2,6,7276,0,0,0,1,1,0,0.6697946224120733,1
6.22,93,1,4,7715,0,1,39,0,0,1,0.6138394536857192,1
6.22,91,1,4,4975,0,0,0,1,0,0,0.6019820567963616,1
7.03,66,3,4,2737,0,1,30,0,0,0,0.8752628629540395,1
4.31,81,3,4,6890,0,1,14,0,1,1,0.8191387969775742,1
9.33,79,3,4,19132,0,0,0,1,1,0,0.42579229418062037,1
5.44,95,2,4,6830,0,0,0,0,0,1,0.7901322453747776,1
6.11,52,0,10,29576,1,1,46,1,1,1,0.7253734492631554,1
6.12,54,1,4,21897,0,1,32,1,1,0,0.6806165932665544,1
6.64,75,1,6,5407,0,0,0,0,1,0,0.693564933906576,1
7.71,65,2,4,2260,0,0,0,0,1,0,0.7241961668080572,1
9.03,52,2,5,7601,0,1,24,1,1,0,0.5272992256926081,1
7.47,70,1,8,4228,0,0,0,1,1,0,0.6098615930336976,1
9.62,100,0,10,7959,0,1,38,0,1,1,0.22948841310478316,0
6.52,78,1,6,9133,0,0,0,1,1,0,0.4738596789680012,1
8.21,62,3,4,5251,0,0,0,1,1,0,0.5705381409677182,1
8.38,88,2,10,6972,0,1,23,1,1,1,0.4242756178934585,1
7.35,57,0,4,15063,0,0,0,0,1,0,0.5199299584574352,1
8.18,74,0,6,6153,1,1,33,1,0,0,0.548825779108914,1
5.49,70,2,7,10617,0,0,0,0,1,0,0.8374597967571379,1
9.23,80,2,9,11160,0,1,41,0,0,1,0.5201888064506874,1
8.41,75,3,9,2997,0,0,0,1,1,0,0.46897464859410737,1
7.39,82,4,7,15595,0,0,0,1,1,0,0.6723840678928914,1
6.56,64,3,6,9061,0,1,10,1,0,0,0.7985690131266859,1
8.47,75,4,9,15947,0,1,39,0,1,0,0.6593512208293945,1
5.38,87,0,9,4977,1,0,0,1,0,1,0.8028621847949649,1
8.3,60,2,9,3426,0,1,21,1,1,1,0.5955286738588209,1
8.61,89,2,8,2173,1,1,17,1,0,0,0.38855218575284367,0
10.0,78,3,4,8435,0,0,0,0,1,0,0.3242442236985581,0
6.98,54,1,5,6764,0,1,30,1,0,0,0.7770087869646691,1
9.29,85,1,6,6459,1,1,36,1,1,1,0.3622497751431577,0
8.12,77,2,6,18283,0,0,0,1,1,0,0.2568363714100945,0
4.56,59,5,9,3142,0,1,24,1,0,1,0.8996282148782148,1
5.07,80,2,5,14809,1,0,0,0,0,0,0.6810871828120775,1
6.28,54,2,7,9710,0,0,0,1,1,0,0.7602964198969768,1
8.98,60,4,6,10126,0,0,0,0,1,0,0.6053069476103533,1
9.45,62,2,8,5501,0,0,0,0,0,0,0.5096774297530591,1
6.73,81,2,5,25920,0,1,16,1,1,0,0.4042156929022036,1
7.82,99,4,6,3652,0,1,34,0,1,1,0.6795291202820227,1
7.49,72,2,4,10518,1,1,18,0,1,1,0.6294249529852706,1
3.16,80,3,5,6575,0,1,15,1,1,1,0.8363233257499826,1
8.88,78,2,10,7743,0,0,0,1,0,1,0.41856573331721575,1
9.39,80,2,5,6546,0,1,36,1,1,0,0.5015594209926643,1
3.55,87,1,9,6319,0,0,0,1,1,1,0.7995098574729778,1
5.63,71,5,6,10778,0,0,0,0,1,0,0.8936379211513374,1
6.99,82,3,4,18331,0,1,40,1,1,1,0.8450548973085737,1
6.99,83,2,8,6938,0,1,21,0,0,1,0.6293750690872593,1
8.81,65,0,4,3498,0,1,32,0,1,0,0.5221867440153211,1
9.0,80,4,9,18627,0,1,41,0,1,0,0.6974217832691907,1
6.24,95,2,4,7901,1,0,0,0,0,0,0.5637750980600754,1
8.21,44,2,7,3800,0,1,39,0,1,1,0.6812452765028231,1
6.1,67,4,4,18154,0,1,46,0,0,1,0.891114927556104,1
6.63,90,1,5,5726,1,0,0,1,1,0,0.5616565503029498,1
7.5,85,2,10,5229,0,0,0,1,1,0,0.6224770600471765,1
8.0,76,4,6,4272,0,1,39,1,1,1,0.7022019121992501,1
6.12,80,2,7,16420,0,1,37,0,1,1,0.8182317816986935,1
10.0,64,3,8,2070,0,0,0,1,1,0,0.45420861798915474,1
7.45,81,2,4,9941,1,1,37,0,0,1,0.6764540137150429,1
7.14,78,2,9,11963,0,0,0,1,1,1,0.5816113799751212,1
8.36,80,3,10,3441,0,1,53,1,1,1,0.6518461550360547,1
6.12,66,1,4,14642,0,1,15,0,0,1,0.6965035184543699,1
7.63,76,4,7,6658,0,1,13,0,1,1,0.6639684334155695,1
3.21,50,5,5,24582,0,1,35,0,1,1,0.8177404307294012,1
4.38,84,2,8,17596,0,1,17,1,1,0,0.7974421251487479,1
6.54,95,4,4,8455,0,1,25,0,1,1,0.7497361755891171,1
6.37,58,3,6,7150,1,0,0,1,1,1,0.7753425760871504,1
6.55,73,4,8,4575,0,0,0,0,0,0,0.8893102859630737,1
6.09,48,2,8,5901,1,1,30,1,1,1,0.8318076744591836,1
8.06,85,1,4,30000,1,1,34,1,0,0,0.5166637279988673,1
9.06,67,0,9,2942,0,1,25,1,0,1,0.47422482248741693,1
6.32,73,3,5,6517,0,1,36,0,1,1,0.8739577938401467,1
8.78,63,4,9,9458,0,1,43,1,0,1,0.7558376779739006,1
7.74,59,3,6,21967,1,0,0,1,1,0,0.5367481281403493,1
5.2,81,4,4,19127,0,0,0,1,0,1,0.7483966097663347,1
4.97,77,3,8,7643,0,0,0,0,1,1,0.8285043201008372,1
7.21,87,0,9,15920,0,0,0,1,0,0,0.19578737600710613,0
8.85,84,3,8,6579,1,0,0,0,1,0,0.38790384027531544,0
5.65,61,2,10,8859,0,0,0,1,1,1,0.7531483603899777,1
3.78,98,1,5,10673,0,1,33,1,1,1,0.8000926576863108,1
8.68,45,1,5,10521,0,1,40,0,1,1,0.5710559171445057,1
8.97,83,0,4,9353,0,1,27,1,1,0,0.1429349623759453,0
6.76,84,3,7,3471,0,1,16,1,0,1,0.8183308218142895,1
8.87,94,2,6,4116,0,0,0,0,0,0,0.3772799381729856,0
10.0,55,1,5,21118,0,1,18,1,0,0,0.29277950193175156,0
5.77,79,2,6,5706,0,1,17,1,0,1,0.7972134746176154,1
6.51,57,2,5,13674,1,0,0,0,1,1,0.7956177132852157,1
6.53,100,1,4,9583,0,1,23,1,1,1,0.2587698688911545,0
8.87,42,0,6,6925,0,0,0,0,0,0,0.3699813966227012,0
5.77,77,0,5,4451,0,1,24,0,1,0,0.8203289128730306,1
6.63,81,0,6,7763,0,1,41,0,0,0,0.6926593400149901,1
9.17,63,1,10,10441,0,1,37,1,1,0,0.4183501105671821,1
8.76,61,0,4,11791,0,1,35,1,0,0,0.3999523931091269,0
8.83,100,3,7,4035,0,0,0,1,1,0,0.43044636334306674,1
5.67,67,3,7,13868,0,0,0,0,0,0,0.8904821632333731,1
7.85,69,1,5,7018,0,0,0,0,1,0,0.49310034463639546,1
6.22,79,2,6,5339,1,0,0,0,0,1,0.7370752491915354,1
8.62,74,1,10,21428,0,1,24,1,0,0,0.35068405056815827,0
7.95,50,1,5,7365,0,0,0,0,1,0,0.4122760924996433,1
